,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,overview,popularity,tagline,title,genres_edited,spoken_languages_edited,production_countries_edited,keywords_edited,year_released
3114,22000000,Other,USA,Other,Action,19783777,Homefront,R,27.11.2013 00:00,100,6.5,Jason Statham,90430,Sylvester Stallone,2013,0,-0.100737409,-10,FALSE,204082,tt2312718,Homefront,"Phil Broker is a former DEA agent who has gone through a crisis after his action against a biker gang went horribly wrong and it cost the life of his boss' son. He is recently widowed and is left with a 9-years-old daughter,Maddy. He decides to quit the turbulent and demanding life of thrill for Maddy's sake and retires to a small town. His daughter fights off a boy who was bullying her at school and this sets in motion a round of events that end in his direct confrontation with the local Meth drug lord. His past history with the biker gang also enters the arena, making matters more complex. But he has a mission in his mind to protect his daughter and he is ready to pay any cost that it demands.",9.896704,How far would you go to protect your home?,Homefront,"Action, Thriller",en,US,"based on novel, drug dealer, ex-cop, rural setting, undercover cop, methamphetamine, motorcycle gang, drug, revenge motive, father daughter relationship, lousiana bayou",2013
3115,25000000,Other,USA,Other,Drama,37738503,August: Osage County,R,10.01.2014 00:00,121,7.2,Meryl Streep,73438,Tracy Letts,2013,1,0.50954012,50,FALSE,152737,tt1322269,August: Osage County,"A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Midwest house they grew up in, and to the dysfunctional woman who raised them.",6.954296,Misery loves family,August: Osage County,"Comedy, Drama",en,US,"suicide, drug addiction, funeral, dysfunctional family, based on play or musical, midwest, southern, bleak comedy, mental disorders",2014
3116,195000000,New Line Cinema,USA,Other,Adventure,65187603,Jack the Giant Slayer,PG-13,1.03.2013 00:00,114,6.3,Nicholas Hoult,113861,Darren Lemke,2013,0,-0.6657046,-70,FALSE,81005,tt1351685,Jack the Giant Slayer,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.",11.606061,Prepare for a giant adventure,Jack the Giant Slayer,"Action, Family, Fantasy",en,US,"based on fairy tale, giant",2013
3117,130000000,Universal Pictures,USA,Other,Action,33618855,R.I.P.D.,PG-13,19.07.2013 00:00,100,5.6,Ryan Reynolds,99230,Phil Hay,2013,0,-0.741393423,-70,FALSE,49524,tt0790736,R.I.P.D.,A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him. Based on the comic by Peter M. Lenkov.,9.369679,To protect and serve the living,R.I.P.D.,"Fantasy, Action, Comedy, Crime",en,US,"gold, police operation, partner, revenge, undead, ghost, police department",2013
3118,13000000,Other,USA,Other,Comedy,25682380,21 & Over,R,1.03.2013 00:00,93,5.9,Miles Teller,64737,Jon Lucas,2013,1,0.975567692,100,FALSE,107811,tt1711425,21 & Over,"Brilliant student Jeff Chang has the most important interview of his life tomorrow.  But today is still his birthday, what starts off as a casual celebration with friends evolves into a night of debauchery that risks to derail his life plan.",11.293560000000001,Finally.,21 & Over,Comedy,en,US,"alcohol, birthday, debauchery",2013
3119,30000000,Other,USA,Other,Action,10880926,Dead Man Down,R,8.03.2013 00:00,118,6.5,Colin Farrell,57854,J.H. Wyman,2013,0,-0.637302467,-60,FALSE,102362,tt2101341,Dead Man Down,"In New York City, a crime lord's right-hand man is seduced by a woman seeking retribution.",7.150388,Blood demands blood,Dead Man Down,"Thriller, Action, Crime, Drama","en, fr, sq, es",US,"revenge, new york city, mysterious woman, crime lord",2013
3120,11000000,Other,USA,Other,Drama,13235319,Inside Llewyn Davis,R,10.01.2014 00:00,104,7.5,Oscar Isaac,109079,Joel Coen,2013,1,0.20321081800000002,20,FALSE,86829,tt2042568,Inside Llewyn Davis,"In Greenwich Village in the early 1960s, gifted but volatile folk musician Llewyn Davis struggles with money, relationships, and his uncertain future following the suicide of his singing partner.",10.838063,,Inside Llewyn Davis,"Drama, Music",en,"US, FR, GB","folk music, performance, aspiring singer, new york city, recording, merchant marine, 1960s",2014
3121,20000000,Other,Other,Other,Action,8008161,Machete Kills,R,11.10.2013 00:00,107,5.6,Danny Trejo,64085,Kyle Ward,2013,0,-0.59959195,-60,FALSE,106747,tt2002718,Machete Kills,Ex-Federale agent Machete is recruited by the President of the United States for a mission which would be impossible for any mortal man – he must take down a madman revolutionary and an eccentric billionaire arms dealer who has hatched a plan to spread war and anarchy across the planet.,9.251084,Trained to kill. Left for dead. Back for more.,Machete Kills,"Action, Crime, Thriller","en, es",US,"mexico, white house, nuclear missile, machete, outer space",2013
3122,35000000,Walt Disney Pictures,USA,Other,Biography,83301580,Saving Mr. Banks,PG-13,20.12.2013 00:00,125,7.5,Emma Thompson,128240,Kelly Marcel,2013,1,1.380045143,140,FALSE,140823,tt2140373,Saving Mr. Banks,Author P.L. Travers travels from London to Hollywood as Walt Disney Pictures adapts her novel Mary Poppins for the big screen.,15.130888,"Where her book ended, their story began.",Saving Mr. Banks,"Comedy, Drama, History",en,"AU, GB, US","biography, animation, writer, film production",2013
3123,35000000,Other,USA,Other,Comedy,134506920,Identity Thief,R,8.02.2013 00:00,111,5.7,Jason Bateman,105070,Craig Mazin,2013,1,2.843054857,280,FALSE,109431,tt2024432,Identity Thief,"When a mild-mannered businessman learns his identity has been stolen, he hits the road in an attempt to foil the thief -- a trip that puts him in the path of a deceptively harmless-looking woman.",7.321172,She's having the time of his life,Identity Thief,"Comedy, Crime",en,US,,2013
3124,61000000,Universal Pictures,USA,Other,Action,75612460,2 Guns,R,2.08.2013 00:00,109,6.7,Denzel Washington,168840,Blake Masters,2013,1,0.239548525,20,FALSE,136400,tt1272878,2 Guns,A DEA agent and an undercover Naval Intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from.,13.336511999999999,"2 Guns, 1 Bank.",2 Guns,"Action, Comedy, Crime","es, en",US,"undercover, undercover agent, based on comic, money, fugitive, bank robbery, dea agent",2013
3125,12000000,Other,USA,Other,Biography,16117443,Jobs,PG-13,16.08.2013 00:00,128,5.9,Ashton Kutcher,83258,Matt Whiteley,2013,1,0.34312025,30,FALSE,115782,tt2357129,Jobs,The story of Steve Jobs' ascension from college dropout into one of the most revered creative entrepreneurs of the 20th century.,14.294019,"Some see what's possible, others change what's possible.",Jobs,"Drama, History",en,US,"biography, computer, based on true story, apple computer, steve jobs, entrepreneur",2013
3126,3000000,Other,USA,Richard Linklater,Drama,8114627,Before Midnight,R,14.06.2013 00:00,109,7.9,Ethan Hawke,108281,Richard Linklater,2013,1,1.7048756669999998,170,FALSE,132344,tt2209418,Before Midnight,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,11.303239999999999,Everything's better with maturity.,Before Midnight,"Romance, Drama","en, el, fr","GR, US","hotel, airport, hotel room, greece, dream, greek, friends, author, writer, summer vacation, twins",2013
3127,15000000,Other,USA,Other,Action,42930462,Snitch,PG-13,22.02.2013 00:00,112,6.5,Dwayne Johnson,69553,Justin Haythe,2013,1,1.8620308,190,FALSE,134411,tt0882977,Snitch,"Construction company owner John Matthews learns that his estranged son, Jason, has been arrested for drug trafficking. Facing an unjust prison sentence for a first time offender courtesy of mandatory minimum sentence laws, Jason has nothing to offer for leniency in good conscience. Desperately, John convinces the DEA and the opportunistic DA Joanne Keeghan to let him go undercover to help make arrests big enough to free his son in return. With the unwitting help of an ex-con employee, John enters the narcotics underworld where every move could be his last in an operation that will demand all his resources, wits and courage to survive.",13.542675,How far would you go to save your son?,Snitch,"Thriller, Drama","en, es","US, AE","father son relationship, based on true story",2013
3128,10000000,Other,USA,Other,Biography,356582,Lovelace,R,20.09.2013 00:00,93,6.2,Amanda Seyfried,33357,Andy Bellin,2013,0,-0.9643417999999999,-100,FALSE,77805,tt1426329,Lovelace,"Story of Linda Lovelace, who is used and abused by the porn industry at the behest of her coercive husband, before taking control of her life.",6.3835120000000005,The truth goes deeper than you think.,Lovelace,Drama,en,US,"biography, porno star",2013
3129,35000000,Other,USA,Other,Comedy,21784432,The Big Wedding,R,26.04.2013 00:00,100,5.6,Robert De Niro,40708,Justin Zackham,2013,0,-0.377587657,-40,FALSE,87567,tt1931435,The Big Wedding,"To the amusement of their adult children and friends, long divorced couple Don and Ellie Griffin are once again forced to play the happy couple for the sake of their adopted son's wedding after his ultra conservative biological mother unexpectedly decides to fly halfway across the world to attend. With all of the wedding guests looking on, the Griffins are hilariously forced to confront their past, present and future - and hopefully avoid killing each other in the process.",6.651605,It's never too late to start acting like a family,The Big Wedding,Comedy,"en, es, la",US,"adoption, marriage, divorce, birth mother",2013
3130,35000000,Other,USA,Other,Action,17609982,Parker,R,25.01.2013 00:00,118,6.2,Jason Statham,97771,John J. McLaughlin,2013,0,-0.496857657,-50,FALSE,119283,tt1904996,Parker,"A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.",13.963892000000001,"To get away clean, you have to play dirty.",Parker,"Action, Crime",en,US,"professional thief, jewel robbery",2013
3131,19000000,Fox 2000 Pictures,USA,Other,Drama,21488481,The Book Thief,PG-13,27.11.2013 00:00,131,7.6,Sophie Nélisse,108953,Markus Zusak,2013,1,0.130972684,10,FALSE,203833,tt0816442,The Book Thief,"While subjected to the horrors of WWII Germany, young Liesel finds solace by stealing books and sharing them with others. Under the stairs in her home, a Jewish refuge is being sheltered by her adoptive parents.",16.373622,Courage beyond words.,The Book Thief,Drama,"en, de","DE, US","world war ii, book, nazi germany, jewish",2013
3132,50000000,Paramount Pictures,USA,Other,Comedy,127352707,Anchorman 2: The Legend Continues,PG-13,18.12.2013 00:00,119,6.3,Will Ferrell,142452,Will Ferrell,2013,1,1.54705414,150,FALSE,109443,tt1229340,Anchorman 2: The Legend Continues,"With the 70s behind him, San Diego's top rated newsman, Ron Burgundy, returns to take New York's first 24-hour news channel by storm.",7.600751,It's kind of a big deal,Anchorman 2: The Legend Continues,Comedy,en,US,"journalism, mustache, tv news, newsroom, gang warfare, aftercreditsstinger, news spoof, tv news anchor",2013
3133,105000000,Columbia Pictures,USA,Other,Animation,71017784,The Smurfs 2,PG,31.07.2013 00:00,105,5.4,Neil Patrick Harris,30631,J. David Stem,2013,0,-0.323640152,-30,FALSE,77931,tt2017020,The Smurfs 2,"The evil wizard Gargamel creates a couple of mischievous Smurf-like creatures called the Naughties that he hopes will let him harness the all-powerful, magical Smurf-essence. But when he discovers that only a real Smurf can give him what he wants, and only a secret spell that Smurfette knows can turn the Naughties into real Smurfs, Gargamel kidnaps Smurfette and brings her to Paris, where he has been winning the adoration of millions as the world¹s greatest sorcerer. It's up to Papa, Clumsy, Grouchy, and Vanity to return to our world, reunite with their human friends Patrick and Grace Winslow, and rescue her! Will Smurfette, who has always felt different from the other Smurfs, find a new connection with the Naughties Vexy and Hackus or will the Smurfs convince her that their love for her is True Blue?",10.640864,Get ready to get naughty!,The Smurfs 2,"Fantasy, Family, Comedy, Animation",en,US,"based on cartoon, animation, smurf",2013
3134,13000000,TriStar Pictures,USA,Other,Crime,51872378,The Call,R,15.03.2013 00:00,100,6.7,Halle Berry,95726,Richard D'Ovidio,2013,1,2.9901829230000003,300,FALSE,158011,tt1911644,The Call,"Jordan Turner is an experienced 911 operator but when she makes an error in judgment and a call ends badly, Jordan is rattled and unsure if she can continue. But when teenager Casey Welson is abducted in the back of a man's car and calls 911, Jordan is the one called upon to use all of her experience, insights and quick thinking to help Casey escape, and not just to save her, but to make sure the man is brought to justice.",8.611077,There are 188 million 911 calls a year. This one made it personal.,The Call,"Crime, Thriller",en,US,"underground, gas station, kidnapping, murder, suspense, serial killer, american flag, multiple stabbings, violence, person on fire, cell phone, psycho",2013
3135,1066167,Other,USA,Other,Crime,258113,Blue Ruin,R,9.07.2014 00:00,90,7.1,Macon Blair,51447,Jeremy Saulnier,2013,0,-0.7579056559999999,-80,FALSE,188166,tt2359024,Blue Ruin,The quiet life of a beach bum is upended by dreadful news. He sets off for his childhood home to carry out an act of vengeance but proves an inept assassin and finds himself in a brutal fight to protect his estranged family.,11.509412,Revenge comes home,Blue Ruin,"Crime, Thriller",en,US,"revenge, drifter, virginia, character study, neo-noir, visual storytelling, mumblegore",2014
3136,30000000,New Line Cinema,USA,Other,Adventure,22525921,The Incredible Burt Wonderstone,PG-13,15.03.2013 00:00,100,5.9,Steve Carell,63722,Jonathan Goldstein,2013,0,-0.24913596699999999,-20,FALSE,124459,tt0790628,The Incredible Burt Wonderstone,"After breaking up with his longtime stage partner, a famous but jaded Vegas magician fights for relevance when a new, ""hip"" street magician appears on the scene.",9.385769,Abracatastic!,The Incredible Burt Wonderstone,Comedy,en,US,"magic, las vegas",2013
3137,8500000,Other,Other,Other,Comedy,219438,The Zero Theorem,R,19.08.2014 00:00,107,6.1,Christoph Waltz,38378,Pat Rushin,2013,0,-0.974183765,-100,FALSE,157834,tt2333804,The Zero Theorem,"A computer hacker's goal to discover the reason for human existence continually finds his work interrupted thanks to the Management; this time, they send a teenager and lusty love interest to distract him.",10.990614,Nothing is Everything,The Zero Theorem,"Drama, Fantasy, Science Fiction",en,"GB, FR, US, RO","virtual reality, dystopia, computer",2014
3138,28000000,Other,USA,Other,Comedy,63914167,Last Vegas,PG-13,1.11.2013 00:00,105,6.6,Robert De Niro,114125,Dan Fogelman,2013,1,1.282648821,130,FALSE,137093,tt1204975,Last Vegas,Three sixty-something friends take a break from their day-to-day lives to throw a bachelor party in Las Vegas for their last remaining single pal.,9.157369000000001,It's going to be legendary,Last Vegas,Comedy,en,US,"casino, male friendship, stag night, las vegas, elderly",2013
3139,10900000,Other,Other,Other,Biography,10726630,Belle,PG,13.06.2014 00:00,100,7.4,Gugu Mbatha-Raw,23053,Misan Sagay,2013,0,-0.015905505,0,FALSE,205601,tt2404181,Belle,"BELLE is inspired by the true story of Dido Elizabeth Belle, the illegitimate mixed race daughter of a Royal Navy Admiral. Raised by her aristocratic great-uncle Lord Mansfield and his wife, Belle's lineage affords her certain privileges, yet the color of her skin prevents her from fully participating in the traditions of her social standing. Left to wonder if she will ever find love, Belle falls for an idealistic young vicar's son bent on change who, with her help, shapes Lord Mansfield's role as Lord Chief Justice to end slavery in England",13.454169,Based on the inspiring true story,Belle,Drama,en,GB,"victorian england, trial, slave, black woman, high society, caribbean, woman director, social issues",2014
3140,20000000,Dimension Films,USA,Other,Comedy,32015787,Scary Movie 5,PG-13,12.04.2013 00:00,88,3.5,Simon Rex,54324,David Zucker,2013,1,0.60078935,60,FALSE,4258,tt0795461,Scary Movie 5,"Home with their newly-formed family, happy parents Dan and Jody are haunted by sinister, paranormal activities. Determined to expel the insidious force, they install security cameras and discover their family is being stalked by an evil dead demon.",14.27281,Evil is coming. Bring protection.,Scary Movie 5,Comedy,en,US,"sequel, parody, spoof, aftercreditsstinger, duringcreditsstinger",2013
3141,12000000,Other,Other,Other,Biography,37707719,Philomena,PG-13,27.11.2013 00:00,98,7.6,Judi Dench,82660,Steve Coogan,2013,1,2.142309917,210,FALSE,205220,tt2431286,Philomena,"A woman searches for her adult son, who was taken away from her decades ago when she was forced to live in a convent.",6.927182000000001,These two unlikely companions are on a journey to find her long lost son.,Philomena,Drama,en,GB,"mother, washington d.c., journalist, adoption, forgiveness, son, faith, search, church, ireland, based on true events, nuns",2013
3142,30000000,Other,USA,Other,Crime,19316646,Runner Runner,R,4.10.2013 00:00,88,5.6,Ben Affleck,55262,Brian Koppelman,2013,0,-0.3561118,-40,FALSE,146238,tt2364841,Runner Runner,"When a poor college student who cracks an online poker game goes bust, he arranges a face-to-face with the man he thinks cheated him, a sly offshore entrepreneur.",8.864607000000001,The house always wins.,Runner Runner,"Crime, Thriller, Drama",en,US,"gambling, casino, gambling debts, dirty cop, puerto rico",2013
3143,9000000,Other,USA,Other,Action,6263670,All Is Lost,PG-13,7.11.2013 00:00,106,6.9,Robert Redford,64524,J.C. Chandor,2013,0,-0.304036667,-30,FALSE,152747,tt2017038,All Is Lost,"Deep into a solo voyage in the Indian Ocean, an unnamed man (Redford) wakes to find his 39-foot yacht taking on water after a collision with a shipping container left floating on the high seas. With his navigation equipment and radio disabled, the man sails unknowingly into the path of a violent storm. Despite his success in patching the breached hull, his mariner's intuition and a strength that belies his age, the man barely survives the tempest. Using only a sextant and nautical maps to chart his progress, he is forced to rely on ocean currents to carry him into a shipping lane in hopes of hailing a passing vessel. But with the sun unrelenting, sharks circling and his meager supplies dwindling, the ever-resourceful sailor soon finds himself staring his mortality in the face.",12.74965,Never give up.,All Is Lost,"Action, Adventure, Drama",en,US,"yacht, sailor, storm at sea, unconsciousness, life raft, container, emergency, distress, very little dialogue",2013
3144,12000000,Other,USA,Other,Adventure,17654912,Nebraska,R,24.01.2014 00:00,115,7.7,Bruce Dern,97893,Bob Nelson,2013,1,0.471242667,50,FALSE,129670,tt1821549,Nebraska,"An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize.",11.160699000000001,Life's not about winning or losing. It's about how you get there in the end.,Nebraska,"Drama, Adventure","en, es",US,"montana, small town, dementia, aging, road trip, f word, pickup truck, lincoln nebraska, nebraska, sweepstakes, confronting the past",2014
3145,50000,Other,USA,Other,Drama,444098,Upstream Color,NOT RATED,3.01.2014 00:00,96,6.7,Amy Seimetz,25775,Shane Carruth,2013,1,7.88196,790,FALSE,145197,tt2084989,Upstream Color,"A man and woman are drawn together, entangled in the lifecycle of an ageless organism. Identity becomes an illusion as they struggle to assemble the loose fragments of wrecked lives.",8.003815,,Upstream Color,"Drama, Science Fiction",en,US,"sadness, hypnosis, hope, loss, romance, independent film, drugged, parasite",2014
3146,8000000,Fox Searchlight Pictures,USA,Other,Comedy,17536788,Enough Said,PG-13,11.10.2013 00:00,93,7.1,Julia Louis-Dreyfus,52358,Nicole Holofcener,2013,1,1.1920985,120,FALSE,209263,tt2390361,Enough Said,"Eva is a divorced soon-to-be empty-nester wondering about her next act. Then she meets Marianne, the embodiment of her perfect self. Armed with a restored outlook on being middle-aged and single, Eva decides to take a chance on her new love interest Albert — a sweet, funny and like-minded man. But things get complicated when Eva discovers that Albert is in fact the dreaded ex–husband of Marianne...",6.782909,,Enough Said,"Comedy, Drama, Romance",en,US,"masseuse, thanksgiving, party, romance, mother daughter relationship, dating, relationship, divorce, divorcee, woman director, massage therapist",2013
3147,100000000,Other,USA,Other,Animation,107518682,Epic,PG,24.05.2013 00:00,102,6.7,Amanda Seyfried,90501,James V. Hart,2013,1,0.07518682,10,FALSE,116711,tt0848537,Epic,A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group characters in order to save their world -- and ours.,11.913405000000001,Discover a world beyond your imagination,Epic,"Animation, Adventure, Family, Fantasy",en,US,"fantasy, miniature people",2013
3148,26000000,Touchstone Pictures,USA,Other,Comedy,30664106,Delivery Man,PG-13,22.11.2013 00:00,105,6.4,Vince Vaughn,65081,Ken Scott,2013,1,0.179388692,20,FALSE,146239,tt2387559,Delivery Man,An affable underachiever finds out he's fathered 533 children through anonymous donations to a fertility clinic 20 years ago. Now he must decide whether or not to come forward when 142 of them file a lawsuit to reveal his identity.,13.548808,You're never quite ready for what life delivers.,Delivery Man,Comedy,en,US,"remake, sperm donor",2013
3149,1500000,Other,USA,Other,Comedy,3447339,The To Do List,R,26.07.2013 00:00,104,5.8,Aubrey Plaza,32105,Maggie Carey,2013,1,1.298226,130,FALSE,129139,tt1758795,The To Do List,"Feeling pressured to become more sexually experienced before she goes to college, Brandy Klark makes a list of things to accomplish before hitting campus in the fall.",7.081403999999999,She's going from straight A's to getting her first F.,The To Do List,"Comedy, Romance",en,US,"sex, sexuality, irony, sarcasm, naivety, black humor, swimming pool, teenage girl, sexual humor, summer, love interest, summer vacation, father daughter relationship, attraction, high school student, teenage sexuality, clumsiness, lifeguard, immaturity, awkwardness, list, woman director, public pool, female sexuality, virginity, 1990s",2013
3150,3500000,Other,USA,Other,Horror,17411930,Dark Skies,PG-13,22.02.2013 00:00,97,6.3,Keri Russell,61914,Scott Stewart,2013,1,3.9748371430000002,400,FALSE,145135,tt2387433,Dark Skies,"From the producers of Paranormal Activity, Insidious, and Sinister comes Dark Skies: a supernatural thriller that follows a young family living in the suburbs. As husband and wife Daniel and Lacey Barret witness an escalating series of disturbing events involving their family, their safe and peaceful home quickly unravels. When it becomes clear that the Barret family is being targeted by an unimaginably terrifying and deadly force, Daniel and Lacey take matters in their own hands to solve the mystery of what is after their family.",26.972326000000002,Once you have been chosen. You belong to them.,Dark Skies,"Science Fiction, Thriller, Horror",en,US,"supernatural, horror, alien, fear",2013
3151,18000000,Other,USA,Other,Drama,13362308,Labor Day,PG-13,31.01.2014 00:00,111,6.9,Kate Winslet,35029,Jason Reitman,2013,0,-0.257649556,-30,FALSE,130150,tt1967545,Labor Day,"Depressed single mom Adele and her son Henry offer a wounded, fearsome man a ride. As police search town for the escaped convict, the mother and son gradually learn his true story as their options become increasingly limited.",6.108646,,Labor Day,Drama,en,US,"escaped convict, depressed mom",2014
3152,20000000,Other,Other,Other,Action,34956,Redemption,R,23.08.2013 00:00,100,6.2,Jason Statham,56365,Steven Knight,2013,0,-0.9982521999999999,-100,FALSE,218974,tt3123116,Redemption,"On January 21, 1975, in a village in the north of Portugal, a child writes to his parents who are in Angola to tell them how sad Portugal is. On July 13, 2011, in Milan, an old man remembers his first love. On May 6, 2012, in Paris, a man tells his baby daughter that he will never be a real father. During a wedding ceremony on September 3, 1977 in Leipzig, the bride battles against a Wagner opera that she can’t get out of her head.  But where and when have these four poor devils begun searching for redemption?",0.090273,,Redemption,History,"fr, de, it, pt","PT, FR, DE, IT",,2013
3153,78000000,Columbia Pictures,USA,Other,Animation,119793567,Cloudy with a Chance of Meatballs 2,PG,27.09.2013 00:00,95,6.4,Bill Hader,71615,Erica Rivinoja,2013,1,0.535814962,50,FALSE,109451,tt1985966,Cloudy with a Chance of Meatballs 2,"After the disastrous food storm in the first film, Flint and his friends are forced to leave the town. Flint accepts the invitation from his idol Chester V to join The Live Corp Company, which has been tasked to clean the island, and where the best inventors in the world create technologies for the betterment of mankind. When Flint discovers that his machine still operates and now creates mutant food beasts like living pickles, hungry tacodiles, shrimpanzees and apple pie-thons, he and his friends must return to save the world.",14.412060999999998,Something big was leftover.,Cloudy with a Chance of Meatballs 2,"Animation, Family, Comedy",en,US,"inventor, food, scientist",2013
3154,250000,Other,USA,Other,Drama,49494,The Canyons,R,2.08.2013 00:00,99,3.9,Lindsay Lohan,9126,Bret Easton Ellis,2013,0,-0.802024,-80,FALSE,109729,tt2292959,The Canyons,"The discovery of an illicit love affair leads two young Angelenos on a violent, sexually charged tour through the dark side of human nature.",4.281631,It's not the hills.,The Canyons,"Thriller, Drama",en,US,"sex, adultery, jealousy, nudity, seduction, control, liar, hollywood, fear, threesome, possessiveness, psychotherapy, film industry, snooping, mind games, affair, trust fund baby",2013
3155,28000000,DreamWorks,USA,Other,Biography,3254172,The Fifth Estate,R,18.10.2013 00:00,128,6.2,Benedict Cumberbatch,32623,Daniel Domscheit-Berg,2013,0,-0.8837795709999999,-90,FALSE,162903,tt1837703,The Fifth Estate,"A look at the relationship between WikiLeaks founder Julian Assange and his early supporter and eventual colleague Daniel Domscheit-Berg, and how the website's growth and influence led to an irreparable rift between the two friends.",10.850442,You can't expose the world's secrets without exposing yourself,The Fifth Estate,"Drama, Thriller",en,"BE, US","journalist, biography, internet, information leak, activist",2013
3156,35000000,Other,USA,Other,Crime,19701164,Broken City,R,18.01.2013 00:00,109,6.2,Mark Wahlberg,67526,Brian Tucker,2013,0,-0.43710959999999993,-40,FALSE,98357,tt1235522,Broken City,"In a broken city rife with injustice, ex-cop Billy Taggart seeks redemption and revenge after being double-crossed and then framed by its most powerful figure, the mayor. Billy's relentless pursuit of justice, matched only by his streetwise toughness, makes him an unstoppable force - and the mayor's worst nightmare.",12.136158,Proof Can Be a Powerful Weapon.,Broken City,"Thriller, Crime, Drama",en,US,"mayor, investigation, politics, ex-cop, revenge, double crossed, private detective",2013
3157,900000,Other,USA,Other,Biography,16097842,Fruitvale Station,R,26.07.2013 00:00,85,7.5,Michael B. Jordan,59913,Ryan Coogler,2013,1,16.88649111,1689,FALSE,157354,tt2334649,Fruitvale Station,"The true story of Oscar, a 22-year-old Bay Area resident, who crosses paths with friends, enemies, family, and strangers on the last day of 2008.",13.305596,Every step brings you closer to the edge,Fruitvale Station,Drama,en,US,"police brutality, based on true story, racism, docudrama, day in a life",2013
3158,40000000,Other,USA,Other,Comedy,29807260,Grudge Match,PG-13,25.12.2013 00:00,113,6.4,Robert De Niro,50116,Tim Kelleher,2013,0,-0.2548185,-30,FALSE,64807,tt1661382,Grudge Match,A pair of aging boxing rivals are coaxed out of retirement to fight one final bout -- 30 years after their last match.,11.655588,DeNiro vs Stallone,Grudge Match,Comedy,en,US,"father son relationship, sport, rivalry, elderly, elderly man",2013
3159,15000000,Other,Other,Other,Biography,331634,Diana,PG-13,20.12.2013 00:00,113,5.5,Naomi Watts,16386,Stephen Jeffreys,2013,0,-0.9778910670000001,-100,FALSE,118289,tt1758595,Diana,"During the last two years of her life, Princess Diana (Naomi Watts) campaigns against the use of land mines and has a secret love affair with a Pakistani heart surgeon (Naveen Andrews).",5.348746,The legend is never the whole story,Diana,"Drama, Romance",en,"SE, GB, FR, BE","london england, paparazzi, royal family, lady diana spencer, pakistani, biography, princess, secret love, interracial relationship, princess diana",2013
3160,135000000,Other,USA,Other,Animation,83028128,Turbo,PG,17.07.2013 00:00,96,6.5,Ryan Reynolds,67648,Darren Lemke,2013,0,-0.38497683,-40,FALSE,77950,tt1860353,Turbo,The tale of an ordinary garden snail who dreams of winning the Indy 500.,8.979753,SLO NO MO,Turbo,"Animation, Family",en,US,"underdog, car race, dream, speed, power, snail, fast, friends, superpower, racer",2013
3161,2500000,Other,USA,Other,Comedy,40041683,A Haunted House,R,11.01.2013 00:00,86,5.1,Marlon Wayans,37158,Marlon Wayans,2013,1,15.0166732,1500,FALSE,139038,tt2243537,A Haunted House,"A spoof of all the ""found-footage/documentary style"" films released in recent years.",6.531373,This $*%! ain't paranormal.,A Haunted House,"Comedy, Horror",en,US,"horror spoof, found footage, duringcreditsstinger",2013
3162,4000000,Other,USA,Other,Horror,9039,The Sacrament,R,1.05.2014 00:00,99,6.1,Joe Swanberg,13644,Ti West,2013,0,-0.99774025,-100,FALSE,211067,tt2383068,The Sacrament,"A fashion photographer is traveling to meet his sister at Eden Parish. Once there, his friends begin to film interviews with the Eden Parish inhabitants, all of whom speak of the commune in glowing terms. However, they soon discover that there is a sinister edge to the commune that belies the seemingly peaceful setting.",5.350658,Documented for the first time witness the untold story of the tragedy at Eden Parish,The Sacrament,"Horror, Mystery, Thriller",en,US,"poison, journalist, lethal injection, interview, cult, based on true story, suspense, thriller, brainwashing, massacre, cult leader, mumblegore",2014
3163,50000000,Other,USA,Other,Animation,90288712,Planes,PG,9.08.2013 00:00,91,5.8,Carlos Alazraqui,37338,John Lasseter,2013,1,0.80577424,80,FALSE,151960,tt1691917,Planes,"Dusty is a cropdusting plane who dreams of competing in a famous aerial race. The problem? He is hopelessly afraid of heights. With the support of his mentor Skipper and a host of new friends, Dusty sets off to make his dreams come true.",11.604181,From above the world of Cars,Planes,"Animation, Family, Adventure, Comedy",en,US,"crop duster, fighter jet, anthropomorphism",2013
